Elapsed Time,C-rate,Voltage,Change in Ahr,SoC,Offset SoC
405.177,0.500629,3.72177,7.73301,2.86547,4.095553
406.277,0.500629,3.72209,7.733912,2.880762,4.110845
407.377,0.500429,3.72241,7.734814,2.896044,4.126127
408.477,0.500564,3.72306,7.735715,2.911328,4.141411
409.577,0.499698,3.72339,7.736617,2.926608,4.156691
410.677,0.499695,3.72371,7.737518,2.941878,4.171961
411.777,0.500097,3.72403,7.738419,2.957158,4.187241
412.877,0.499963,3.72468,7.73932,2.972431,4.202514
413.977,0.499497,3.725,7.740221,2.987701,4.217784
415.077,0.499763,3.72533,7.741123,3.002982,4.233065
416.177,0.501031,3.72565,7.742024,3.01825,4.248333
417.277,0.499898,3.72597,7.742925,3.033526,4.263609
418.377,0.499831,3.72662,7.743826,3.048795,4.278878
419.477,0.499431,3.72662,7.744727,3.064071,4.294154
420.577,0.499766,3.72694,7.745629,3.079357,4.30944
421.677,0.500497,3.72727,7.74653,3.09463,4.324713
422.777,0.500163,3.72759,7.747432,3.109909,4.339992
423.877,0.500427,3.72791,7.748333,3.125183,4.355266
424.977,0.500429,3.72824,7.749234,3.140459,4.370542
426.077,0.499829,3.72856,7.750136,3.155737,4.38582
427.177,0.500429,3.72888,7.751037,3.171024,4.401107
428.277,0.500229,3.72921,7.751939,3.186298,4.416381
429.377,0.499695,3.72953,7.75284,3.201575,4.431658
430.477,0.500163,3.72985,7.753741,3.216854,4.446937
431.577,0.499098,3.73018,7.754643,3.232128,4.462211
432.677,0.500029,3.73018,7.755544,3.247402,4.477485
433.777,0.499497,3.7305,7.756444,3.262664,4.492747
434.877,0.499761,3.73082,7.757345,3.277927,4.50801
435.977,0.499829,3.73115,7.758246,3.29321,4.523293
437.077,0.499431,3.73115,7.759148,3.308484,4.538567
438.177,0.501164,3.73147,7.760049,3.323768,4.553851
439.277,0.500697,3.73179,7.760951,3.339051,4.569134
440.377,0.500163,3.73212,7.761852,3.354326,4.584409
441.477,0.500761,3.73212,7.762754,3.36961,4.599693
442.577,0.500697,3.73212,7.763655,3.384883,4.614966
443.677,0.501029,3.73244,7.764557,3.400161,4.630244
444.777,0.499893,3.73244,7.765458,3.415438,4.645521
445.877,0.498895,3.73277,7.766359,3.430712,4.660795
446.977,0.499697,3.73309,7.767261,3.445991,4.676074
448.077,0.499961,3.73309,7.768162,3.461263,4.691346
449.177,0.499632,3.73309,7.769063,3.476547,4.70663
450.277,0.499764,3.73341,7.769965,3.491825,4.721908
451.377,0.499364,3.73374,7.770865,3.507087,4.73717
452.477,0.500163,3.73374,7.771766,3.52236,4.752443
453.577,0.499698,3.73406,7.772667,3.537627,4.76771
454.677,0.500695,3.73438,7.773568,3.552903,4.782986
455.777,0.500497,3.73438,7.77447,3.568189,4.798272
456.877,0.499027,3.73471,7.775372,3.583469,4.813552
457.977,0.499431,3.73471,7.776273,3.598738,4.828821
459.077,0.500497,3.73503,7.777174,3.61401,4.844093
460.177,0.500229,3.73503,7.778075,3.629286,4.859369
461.277,0.500164,3.73503,7.778977,3.644568,4.874651
462.377,0.500563,3.73503,7.779878,3.659841,4.889924
463.477,0.500227,3.73535,7.780779,3.675116,4.905199
464.577,0.499631,3.73535,7.78168,3.690396,4.920479
465.677,0.499893,3.73535,7.782582,3.705677,4.93576
466.777,0.500297,3.73568,7.783483,3.720955,4.951038
467.877,0.500163,3.73568,7.784385,3.736234,4.966317
468.977,0.500429,3.736,7.785285,3.751499,4.981582
470.077,0.499497,3.736,7.786187,3.76678,4.996863
471.177,0.499563,3.736,7.787088,3.782058,5.012141
472.277,0.500295,3.73632,7.78799,3.797333,5.027416
473.377,0.500831,3.73632,7.788891,3.812613,5.042696
474.477,0.499564,3.73632,7.789793,3.827893,5.057976
475.577,0.499831,3.73665,7.790694,3.843174,5.073257
476.677,0.499829,3.73665,7.791596,3.858453,5.088536
477.777,0.500095,3.73665,7.792497,3.873733,5.103816
478.877,0.499629,3.73697,7.793398,3.888997,5.11908
479.977,0.499229,3.73697,7.794299,3.904278,5.134361
481.077,0.500495,3.73697,7.7952,3.919547,5.14963
482.177,0.499831,3.73729,7.796102,3.934822,5.164905
483.277,0.499897,3.73729,7.797003,3.950101,5.180184
484.377,0.499164,3.73729,7.797904,3.965376,5.195459
485.477,0.498368,3.73729,7.798806,3.980653,5.210736
486.577,0.499431,3.73762,7.799706,3.995914,5.225997
487.677,0.500097,3.73762,7.800607,4.01119,5.241273
488.777,0.499898,3.73762,7.801509,4.02647,5.256553
489.877,0.500229,3.73794,7.80241,4.041743,5.271826
490.977,0.5001,3.73762,7.803311,4.057024,5.287107
492.077,0.500432,3.73794,7.804213,4.072303,5.302386
493.177,0.499897,3.73794,7.805114,4.087581,5.317664
494.277,0.500563,3.73794,7.806016,4.102867,5.33295
495.377,0.500097,3.73794,7.806918,4.118144,5.348227
496.477,0.500232,3.73794,7.807819,4.133424,5.363507
497.577,0.499766,3.73826,7.80872,4.148702,5.378785
498.677,0.500695,3.73826,7.809622,4.163982,5.394065
499.777,0.500627,3.73859,7.810524,4.179264,5.409347
500.877,0.499027,3.73826,7.811425,4.194539,5.424622
501.977,0.499832,3.73826,7.812326,4.209819,5.439902
503.077,0.500364,3.73859,7.813228,4.225101,5.455184
504.177,0.500631,3.73859,7.814128,4.240361,5.470444
505.277,0.500561,3.73891,7.81503,4.25565,5.485733
506.377,0.500295,3.73891,7.815932,4.270924,5.501007
507.477,0.500961,3.73891,7.816833,4.2862,5.516283
508.577,0.501297,3.73891,7.817735,4.301483,5.531566
509.677,0.499963,3.73891,7.818636,4.316758,5.546841
