Elapsed Time,Voltage,Adjusted SoC
18760.579,3.2253,1.019053
18770.579,3.2253,1.019044
18780.579,3.2253,1.019036
18790.579,3.2253,1.019054
18800.579,3.22562,1.019053
18810.579,3.22562,1.019048
18820.579,3.22562,1.019054
18830.579,3.22594,1.019041
18840.579,3.22594,1.019064
18850.579,3.22627,1.019072
18860.579,3.22627,1.019077
18870.579,3.22627,1.019066
18880.579,3.22627,1.01905
18890.579,3.22659,1.01905
18900.579,3.22691,1.019052
18910.579,3.22659,1.019048
18920.579,3.22659,1.01905
18930.579,3.22691,1.019044
18940.579,3.22691,1.019065
18950.579,3.22691,1.019073
18960.579,3.22691,1.019066
18970.579,3.22724,1.019063
18980.579,3.22724,1.019065
18990.579,3.22756,1.019064
19000.579,3.22724,1.019055
19010.579,3.22756,1.019066
19020.579,3.22756,1.019057
19030.579,3.22756,1.019035
19040.579,3.22756,1.019048
19050.579,3.22756,1.01904
19060.579,3.22756,1.019042
19070.579,3.22788,1.019037
19080.579,3.22788,1.019044
19090.579,3.22821,1.019047
19100.579,3.22821,1.01904
